<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
YNDX,D,08/08/14,00:00,1033.5000000
YNDX,D,11/08/14,00:00,1053.0000000
YNDX,D,12/08/14,00:00,1052.1000000
YNDX,D,13/08/14,00:00,1054.6000000
YNDX,D,14/08/14,00:00,1053.1000000
YNDX,D,15/08/14,00:00,1041.0000000
YNDX,D,18/08/14,00:00,1032.0000000
YNDX,D,19/08/14,00:00,1089.0000000
YNDX,D,20/08/14,00:00,1109.7000000
YNDX,D,21/08/14,00:00,1089.2000000
YNDX,D,22/08/14,00:00,1050.0000000
YNDX,D,25/08/14,00:00,1061.6000000
YNDX,D,26/08/14,00:00,1056.0000000
YNDX,D,27/08/14,00:00,1062.1000000
YNDX,D,28/08/14,00:00,1055.0000000
YNDX,D,29/08/14,00:00,1050.0000000
YNDX,D,01/09/14,00:00,1055.5000000
YNDX,D,02/09/14,00:00,1087.6000000
YNDX,D,03/09/14,00:00,1116.8000000
YNDX,D,04/09/14,00:00,1119.0000000
YNDX,D,05/09/14,00:00,1159.6000000
YNDX,D,08/09/14,00:00,1173.7000000
YNDX,D,09/09/14,00:00,1157.3000000
YNDX,D,10/09/14,00:00,1149.0000000
YNDX,D,11/09/14,00:00,1149.9000000
YNDX,D,12/09/14,00:00,1173.7000000
YNDX,D,15/09/14,00:00,1230.0000000
YNDX,D,16/09/14,00:00,1176.8000000
YNDX,D,17/09/14,00:00,1174.1000000
YNDX,D,18/09/14,00:00,1164.1000000
YNDX,D,19/09/14,00:00,1148.5000000
YNDX,D,22/09/14,00:00,1135.2000000
YNDX,D,23/09/14,00:00,1125.0000000
YNDX,D,24/09/14,00:00,1130.0000000
YNDX,D,25/09/14,00:00,1154.0000000
YNDX,D,26/09/14,00:00,1162.0000000
YNDX,D,29/09/14,00:00,1131.3000000
YNDX,D,30/09/14,00:00,1130.7000000
YNDX,D,01/10/14,00:00,1091.0000000
YNDX,D,02/10/14,00:00,1035.0000000
YNDX,D,03/10/14,00:00,1078.0000000
YNDX,D,06/10/14,00:00,1082.0000000
YNDX,D,07/10/14,00:00,1069.0000000
YNDX,D,08/10/14,00:00,1036.0000000
YNDX,D,09/10/14,00:00,1037.0000000
YNDX,D,10/10/14,00:00,1011.0000000
YNDX,D,13/10/14,00:00,996.0000000
YNDX,D,14/10/14,00:00,1050.0000000
YNDX,D,15/10/14,00:00,1015.0000000
YNDX,D,16/10/14,00:00,1035.0000000
YNDX,D,17/10/14,00:00,1077.0000000
YNDX,D,20/10/14,00:00,1072.0000000
YNDX,D,21/10/14,00:00,1096.0000000
YNDX,D,22/10/14,00:00,1125.0000000
YNDX,D,23/10/14,00:00,1155.0000000
YNDX,D,24/10/14,00:00,1142.0000000
YNDX,D,27/10/14,00:00,1153.0000000
YNDX,D,28/10/14,00:00,1196.0000000
YNDX,D,29/10/14,00:00,1208.0000000
YNDX,D,30/10/14,00:00,1174.0000000
YNDX,D,31/10/14,00:00,1213.0000000
YNDX,D,03/11/14,00:00,1233.0000000
YNDX,D,05/11/14,00:00,1214.0000000
YNDX,D,06/11/14,00:00,1229.0000000
YNDX,D,07/11/14,00:00,1233.0000000
YNDX,D,10/11/14,00:00,1214.0000000
YNDX,D,11/11/14,00:00,1221.0000000
YNDX,D,12/11/14,00:00,1221.0000000
YNDX,D,13/11/14,00:00,1230.0000000
YNDX,D,14/11/14,00:00,1224.0000000
YNDX,D,17/11/14,00:00,1230.0000000
YNDX,D,18/11/14,00:00,1224.0000000
YNDX,D,19/11/14,00:00,1206.0000000
YNDX,D,20/11/14,00:00,1209.0000000
YNDX,D,21/11/14,00:00,1226.0000000
YNDX,D,24/11/14,00:00,1183.0000000
YNDX,D,25/11/14,00:00,1208.0000000
YNDX,D,26/11/14,00:00,1235.0000000
YNDX,D,27/11/14,00:00,1230.0000000
YNDX,D,28/11/14,00:00,1238.0000000
YNDX,D,01/12/14,00:00,1244.0000000
YNDX,D,02/12/14,00:00,1283.0000000
YNDX,D,03/12/14,00:00,1280.0000000
YNDX,D,04/12/14,00:00,1236.0000000
YNDX,D,05/12/14,00:00,1149.0000000
YNDX,D,08/12/14,00:00,1090.0000000
YNDX,D,09/12/14,00:00,1075.0000000
YNDX,D,10/12/14,00:00,1088.0000000
YNDX,D,11/12/14,00:00,1055.0000000
YNDX,D,12/12/14,00:00,1133.0000000
YNDX,D,15/12/14,00:00,1127.0000000
YNDX,D,16/12/14,00:00,1131.0000000
YNDX,D,17/12/14,00:00,1096.0000000
YNDX,D,18/12/14,00:00,1100.0000000
YNDX,D,19/12/14,00:00,1063.0000000
YNDX,D,22/12/14,00:00,1000.0000000
YNDX,D,23/12/14,00:00,1013.0000000
YNDX,D,24/12/14,00:00,996.0000000
YNDX,D,25/12/14,00:00,1038.0000000
YNDX,D,26/12/14,00:00,991.0000000
YNDX,D,29/12/14,00:00,1028.0000000
YNDX,D,30/12/14,00:00,1025.0000000
YNDX,D,05/01/15,00:00,1079.0000000
YNDX,D,06/01/15,00:00,1092.0000000
YNDX,D,08/01/15,00:00,1094.0000000
YNDX,D,09/01/15,00:00,1098.0000000
YNDX,D,12/01/15,00:00,1113.0000000
YNDX,D,13/01/15,00:00,1153.0000000
YNDX,D,14/01/15,00:00,1177.0000000
YNDX,D,15/01/15,00:00,1175.0000000
YNDX,D,16/01/15,00:00,1165.0000000
YNDX,D,19/01/15,00:00,1165.0000000
YNDX,D,20/01/15,00:00,1122.0000000
YNDX,D,21/01/15,00:00,1083.0000000
YNDX,D,22/01/15,00:00,1106.0000000
YNDX,D,23/01/15,00:00,1117.0000000
YNDX,D,26/01/15,00:00,1121.0000000
YNDX,D,27/01/15,00:00,1095.0000000
YNDX,D,28/01/15,00:00,1081.0000000
YNDX,D,29/01/15,00:00,1075.0000000
YNDX,D,30/01/15,00:00,1075.0000000
YNDX,D,02/02/15,00:00,998.0000000
YNDX,D,03/02/15,00:00,997.0000000
YNDX,D,04/02/15,00:00,1050.0000000
YNDX,D,05/02/15,00:00,1090.0000000
YNDX,D,06/02/15,00:00,1084.0000000
YNDX,D,09/02/15,00:00,1078.0000000
YNDX,D,10/02/15,00:00,1045.0000000
YNDX,D,11/02/15,00:00,1037.0000000
YNDX,D,12/02/15,00:00,1071.0000000
YNDX,D,13/02/15,00:00,1115.0000000
YNDX,D,16/02/15,00:00,1070.0000000
YNDX,D,17/02/15,00:00,1030.0000000
YNDX,D,18/02/15,00:00,1084.0000000
YNDX,D,19/02/15,00:00,1049.0000000
YNDX,D,20/02/15,00:00,1053.0000000
YNDX,D,24/02/15,00:00,1038.0000000
YNDX,D,25/02/15,00:00,1025.0000000
YNDX,D,26/02/15,00:00,1009.0000000
YNDX,D,27/02/15,00:00,1016.0000000
YNDX,D,02/03/15,00:00,1000.0000000
YNDX,D,03/03/15,00:00,1000.0000000
YNDX,D,04/03/15,00:00,996.0000000
YNDX,D,05/03/15,00:00,970.0000000
YNDX,D,06/03/15,00:00,932.0000000
YNDX,D,10/03/15,00:00,885.0000000
YNDX,D,11/03/15,00:00,898.0000000
YNDX,D,12/03/15,00:00,894.0000000
YNDX,D,13/03/15,00:00,880.0000000
YNDX,D,16/03/15,00:00,878.0000000
YNDX,D,17/03/15,00:00,889.0000000
YNDX,D,18/03/15,00:00,877.0000000
YNDX,D,19/03/15,00:00,874.0000000
YNDX,D,20/03/15,00:00,866.0000000
YNDX,D,23/03/15,00:00,874.0000000
YNDX,D,24/03/15,00:00,866.0000000
YNDX,D,25/03/15,00:00,885.0000000
YNDX,D,26/03/15,00:00,880.0000000
YNDX,D,27/03/15,00:00,883.0000000
YNDX,D,30/03/15,00:00,887.0000000
YNDX,D,31/03/15,00:00,893.0000000
YNDX,D,01/04/15,00:00,902.0000000
YNDX,D,02/04/15,00:00,919.0000000
YNDX,D,03/04/15,00:00,940.0000000
YNDX,D,06/04/15,00:00,934.0000000
YNDX,D,07/04/15,00:00,942.0000000
YNDX,D,08/04/15,00:00,946.0000000
YNDX,D,09/04/15,00:00,939.0000000
YNDX,D,10/04/15,00:00,940.0000000
YNDX,D,13/04/15,00:00,941.0000000
YNDX,D,14/04/15,00:00,910.0000000
YNDX,D,15/04/15,00:00,973.0000000
YNDX,D,16/04/15,00:00,1028.0000000
YNDX,D,17/04/15,00:00,1053.0000000
YNDX,D,20/04/15,00:00,1054.0000000
YNDX,D,21/04/15,00:00,1091.0000000
YNDX,D,22/04/15,00:00,1081.0000000
YNDX,D,23/04/15,00:00,1076.0000000
YNDX,D,24/04/15,00:00,1052.0000000
YNDX,D,27/04/15,00:00,1070.0000000
YNDX,D,28/04/15,00:00,986.0000000
YNDX,D,29/04/15,00:00,997.0000000
YNDX,D,30/04/15,00:00,1001.0000000
YNDX,D,05/05/15,00:00,985.0000000
YNDX,D,06/05/15,00:00,1006.0000000
YNDX,D,07/05/15,00:00,968.0000000
YNDX,D,08/05/15,00:00,979.0000000
YNDX,D,12/05/15,00:00,979.0000000
YNDX,D,13/05/15,00:00,944.0000000
YNDX,D,14/05/15,00:00,971.0000000
YNDX,D,15/05/15,00:00,950.0000000
YNDX,D,18/05/15,00:00,944.0000000
YNDX,D,19/05/15,00:00,939.0000000
YNDX,D,20/05/15,00:00,926.0000000
YNDX,D,21/05/15,00:00,935.0000000
YNDX,D,22/05/15,00:00,928.0000000
YNDX,D,25/05/15,00:00,928.0000000
YNDX,D,26/05/15,00:00,923.0000000
YNDX,D,27/05/15,00:00,919.0000000
YNDX,D,28/05/15,00:00,950.0000000
YNDX,D,29/05/15,00:00,941.0000000
YNDX,D,01/06/15,00:00,950.0000000
YNDX,D,02/06/15,00:00,997.0000000
YNDX,D,03/06/15,00:00,980.0000000
YNDX,D,04/06/15,00:00,993.0000000
YNDX,D,05/06/15,00:00,976.0000000
YNDX,D,08/06/15,00:00,977.0000000
YNDX,D,09/06/15,00:00,965.0000000
YNDX,D,10/06/15,00:00,950.0000000
YNDX,D,11/06/15,00:00,950.0000000
YNDX,D,15/06/15,00:00,946.0000000
YNDX,D,16/06/15,00:00,927.0000000
YNDX,D,17/06/15,00:00,930.0000000
YNDX,D,18/06/15,00:00,906.0000000
YNDX,D,19/06/15,00:00,910.0000000
YNDX,D,22/06/15,00:00,881.0000000
YNDX,D,23/06/15,00:00,871.0000000
YNDX,D,24/06/15,00:00,871.0000000
YNDX,D,25/06/15,00:00,866.0000000
YNDX,D,26/06/15,00:00,855.0000000
YNDX,D,29/06/15,00:00,842.0000000
YNDX,D,30/06/15,00:00,848.0000000
YNDX,D,01/07/15,00:00,853.0000000
YNDX,D,02/07/15,00:00,853.0000000
YNDX,D,03/07/15,00:00,857.0000000
YNDX,D,06/07/15,00:00,860.0000000
YNDX,D,07/07/15,00:00,820.0000000
YNDX,D,08/07/15,00:00,845.0000000
YNDX,D,09/07/15,00:00,855.0000000
YNDX,D,10/07/15,00:00,845.0000000
YNDX,D,13/07/15,00:00,857.0000000
YNDX,D,14/07/15,00:00,880.0000000
YNDX,D,15/07/15,00:00,875.0000000
YNDX,D,16/07/15,00:00,873.0000000
YNDX,D,17/07/15,00:00,900.0000000
YNDX,D,20/07/15,00:00,891.0000000
YNDX,D,21/07/15,00:00,889.0000000
YNDX,D,22/07/15,00:00,865.0000000
YNDX,D,23/07/15,00:00,879.0000000
YNDX,D,24/07/15,00:00,867.0000000
YNDX,D,27/07/15,00:00,860.0000000
YNDX,D,28/07/15,00:00,883.0000000
YNDX,D,29/07/15,00:00,903.0000000
YNDX,D,30/07/15,00:00,898.0000000
YNDX,D,31/07/15,00:00,882.0000000
YNDX,D,03/08/15,00:00,866.0000000
YNDX,D,04/08/15,00:00,869.0000000
YNDX,D,05/08/15,00:00,878.0000000
YNDX,D,06/08/15,00:00,850.0000000
YNDX,D,07/08/15,00:00,860.0000000
YNDX,D,10/08/15,00:00,858.0000000
YNDX,D,11/08/15,00:00,851.0000000
YNDX,D,12/08/15,00:00,830.0000000
YNDX,D,13/08/15,00:00,839.0000000
YNDX,D,14/08/15,00:00,831.0000000
YNDX,D,17/08/15,00:00,835.0000000
YNDX,D,18/08/15,00:00,819.0000000
YNDX,D,19/08/15,00:00,799.0000000
YNDX,D,20/08/15,00:00,780.0000000
YNDX,D,21/08/15,00:00,770.0000000
YNDX,D,24/08/15,00:00,738.0000000
YNDX,D,25/08/15,00:00,764.0000000
YNDX,D,26/08/15,00:00,742.0000000
YNDX,D,27/08/15,00:00,776.0000000
YNDX,D,28/08/15,00:00,800.0000000
YNDX,D,31/08/15,00:00,805.0000000
YNDX,D,01/09/15,00:00,782.0000000
YNDX,D,02/09/15,00:00,780.0000000
YNDX,D,03/09/15,00:00,795.0000000
YNDX,D,04/09/15,00:00,790.0000000
YNDX,D,07/09/15,00:00,786.0000000
YNDX,D,08/09/15,00:00,786.0000000
YNDX,D,09/09/15,00:00,787.0000000
YNDX,D,10/09/15,00:00,773.0000000
YNDX,D,11/09/15,00:00,760.0000000
YNDX,D,14/09/15,00:00,809.0000000
YNDX,D,15/09/15,00:00,815.0000000
YNDX,D,16/09/15,00:00,862.0000000
YNDX,D,17/09/15,00:00,860.0000000
YNDX,D,18/09/15,00:00,841.0000000
YNDX,D,21/09/15,00:00,826.0000000
YNDX,D,22/09/15,00:00,775.0000000
YNDX,D,23/09/15,00:00,752.0000000
YNDX,D,24/09/15,00:00,714.0000000
YNDX,D,25/09/15,00:00,714.0000000
YNDX,D,28/09/15,00:00,694.0000000
YNDX,D,29/09/15,00:00,703.0000000
YNDX,D,30/09/15,00:00,713.0000000
YNDX,D,01/10/15,00:00,704.0000000
YNDX,D,02/10/15,00:00,730.0000000
YNDX,D,05/10/15,00:00,775.0000000
YNDX,D,06/10/15,00:00,769.0000000
YNDX,D,07/10/15,00:00,745.0000000
YNDX,D,08/10/15,00:00,736.0000000
YNDX,D,09/10/15,00:00,763.0000000
YNDX,D,12/10/15,00:00,743.0000000
YNDX,D,13/10/15,00:00,814.0000000
YNDX,D,14/10/15,00:00,818.0000000
