<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
YNDX,D,22/11/17,00:00,1975.0000000
YNDX,D,23/11/17,00:00,1987.5000000
YNDX,D,24/11/17,00:00,2025.0000000
YNDX,D,27/11/17,00:00,2017.0000000
YNDX,D,28/11/17,00:00,1991.5000000
YNDX,D,29/11/17,00:00,1957.0000000
YNDX,D,30/11/17,00:00,1940.5000000
YNDX,D,01/12/17,00:00,1931.5000000
YNDX,D,04/12/17,00:00,1907.0000000
YNDX,D,05/12/17,00:00,1899.0000000
YNDX,D,06/12/17,00:00,1900.0000000
YNDX,D,07/12/17,00:00,1949.5000000
YNDX,D,08/12/17,00:00,1957.0000000
YNDX,D,11/12/17,00:00,1997.5000000
YNDX,D,12/12/17,00:00,1954.0000000
YNDX,D,13/12/17,00:00,1938.0000000
YNDX,D,14/12/17,00:00,1919.0000000
YNDX,D,15/12/17,00:00,1895.0000000
YNDX,D,18/12/17,00:00,1892.0000000
YNDX,D,19/12/17,00:00,1902.0000000
YNDX,D,20/12/17,00:00,1873.5000000
YNDX,D,21/12/17,00:00,1884.0000000
YNDX,D,22/12/17,00:00,1832.0000000
YNDX,D,25/12/17,00:00,1847.0000000
YNDX,D,26/12/17,00:00,1840.0000000
YNDX,D,27/12/17,00:00,1865.0000000
YNDX,D,28/12/17,00:00,1883.5000000
YNDX,D,29/12/17,00:00,1894.0000000
YNDX,D,03/01/18,00:00,1943.5000000
YNDX,D,04/01/18,00:00,1978.0000000
YNDX,D,05/01/18,00:00,1942.5000000
YNDX,D,09/01/18,00:00,1963.0000000
YNDX,D,10/01/18,00:00,1972.0000000
YNDX,D,11/01/18,00:00,1963.0000000
YNDX,D,12/01/18,00:00,1955.0000000
YNDX,D,15/01/18,00:00,1970.0000000
YNDX,D,16/01/18,00:00,1992.5000000
YNDX,D,17/01/18,00:00,2035.0000000
YNDX,D,18/01/18,00:00,2099.0000000
YNDX,D,19/01/18,00:00,2098.5000000
YNDX,D,22/01/18,00:00,2118.5000000
YNDX,D,23/01/18,00:00,2145.0000000
YNDX,D,24/01/18,00:00,2138.0000000
YNDX,D,25/01/18,00:00,2134.0000000
YNDX,D,26/01/18,00:00,2176.0000000
YNDX,D,29/01/18,00:00,2197.5000000
YNDX,D,30/01/18,00:00,2150.0000000
YNDX,D,31/01/18,00:00,2179.0000000
YNDX,D,01/02/18,00:00,2202.0000000
YNDX,D,02/02/18,00:00,2150.0000000
YNDX,D,05/02/18,00:00,2150.0000000
YNDX,D,06/02/18,00:00,2054.5000000
YNDX,D,07/02/18,00:00,2140.5000000
YNDX,D,08/02/18,00:00,2159.0000000
YNDX,D,09/02/18,00:00,2086.5000000
YNDX,D,12/02/18,00:00,2127.0000000
YNDX,D,13/02/18,00:00,2135.0000000
YNDX,D,14/02/18,00:00,2200.0000000
YNDX,D,15/02/18,00:00,2283.5000000
YNDX,D,16/02/18,00:00,2371.5000000
YNDX,D,19/02/18,00:00,2416.5000000
YNDX,D,20/02/18,00:00,2413.0000000
YNDX,D,21/02/18,00:00,2473.5000000
YNDX,D,22/02/18,00:00,2435.5000000
YNDX,D,26/02/18,00:00,2383.0000000
YNDX,D,27/02/18,00:00,2386.0000000
YNDX,D,28/02/18,00:00,2343.5000000
YNDX,D,01/03/18,00:00,2310.0000000
YNDX,D,02/03/18,00:00,2280.5000000
YNDX,D,05/03/18,00:00,2347.5000000
YNDX,D,06/03/18,00:00,2389.5000000
YNDX,D,07/03/18,00:00,2427.5000000
YNDX,D,09/03/18,00:00,2469.0000000
YNDX,D,12/03/18,00:00,2450.0000000
YNDX,D,13/03/18,00:00,2415.0000000
YNDX,D,14/03/18,00:00,2430.5000000
YNDX,D,15/03/18,00:00,2446.0000000
YNDX,D,16/03/18,00:00,2436.0000000
YNDX,D,19/03/18,00:00,2426.0000000
YNDX,D,20/03/18,00:00,2463.0000000
YNDX,D,21/03/18,00:00,2497.5000000
YNDX,D,22/03/18,00:00,2385.0000000
YNDX,D,23/03/18,00:00,2385.5000000
YNDX,D,26/03/18,00:00,2344.0000000
YNDX,D,27/03/18,00:00,2364.0000000
YNDX,D,28/03/18,00:00,2265.0000000
YNDX,D,29/03/18,00:00,2314.0000000
YNDX,D,30/03/18,00:00,2287.0000000
YNDX,D,02/04/18,00:00,2253.0000000
YNDX,D,03/04/18,00:00,2263.0000000
YNDX,D,04/04/18,00:00,2249.5000000
YNDX,D,05/04/18,00:00,2315.0000000
YNDX,D,06/04/18,00:00,2312.0000000
YNDX,D,09/04/18,00:00,2124.0000000
YNDX,D,10/04/18,00:00,2174.5000000
YNDX,D,11/04/18,00:00,2240.0000000
YNDX,D,12/04/18,00:00,2161.5000000
YNDX,D,13/04/18,00:00,2083.5000000
YNDX,D,16/04/18,00:00,2020.5000000
YNDX,D,17/04/18,00:00,2103.5000000
YNDX,D,18/04/18,00:00,2142.0000000
YNDX,D,19/04/18,00:00,2096.5000000
YNDX,D,20/04/18,00:00,2084.5000000
YNDX,D,23/04/18,00:00,2140.5000000
YNDX,D,24/04/18,00:00,2105.5000000
YNDX,D,25/04/18,00:00,2025.0000000
YNDX,D,26/04/18,00:00,2061.0000000
YNDX,D,27/04/18,00:00,2015.5000000
YNDX,D,28/04/18,00:00,2030.0000000
YNDX,D,30/04/18,00:00,2097.5000000
YNDX,D,02/05/18,00:00,2215.0000000
YNDX,D,03/05/18,00:00,2128.0000000
YNDX,D,04/05/18,00:00,2107.0000000
YNDX,D,07/05/18,00:00,2152.5000000
YNDX,D,08/05/18,00:00,2127.5000000
YNDX,D,10/05/18,00:00,2190.0000000
YNDX,D,11/05/18,00:00,2201.0000000
YNDX,D,14/05/18,00:00,2186.0000000
YNDX,D,15/05/18,00:00,2118.5000000
YNDX,D,16/05/18,00:00,2114.0000000
YNDX,D,17/05/18,00:00,2131.0000000
YNDX,D,18/05/18,00:00,2119.5000000
YNDX,D,21/05/18,00:00,2142.0000000
YNDX,D,22/05/18,00:00,2122.5000000
YNDX,D,23/05/18,00:00,2086.5000000
YNDX,D,24/05/18,00:00,2094.0000000
YNDX,D,25/05/18,00:00,2089.0000000
YNDX,D,28/05/18,00:00,2102.5000000
YNDX,D,29/05/18,00:00,2079.0000000
YNDX,D,30/05/18,00:00,2072.0000000
YNDX,D,31/05/18,00:00,2076.5000000
YNDX,D,01/06/18,00:00,2137.0000000
YNDX,D,04/06/18,00:00,2163.5000000
YNDX,D,05/06/18,00:00,2213.0000000
YNDX,D,06/06/18,00:00,2214.0000000
YNDX,D,07/06/18,00:00,2175.0000000
YNDX,D,08/06/18,00:00,2144.0000000
YNDX,D,09/06/18,00:00,2159.0000000
YNDX,D,11/06/18,00:00,2192.5000000
YNDX,D,13/06/18,00:00,2290.5000000
YNDX,D,14/06/18,00:00,2292.0000000
YNDX,D,15/06/18,00:00,2268.0000000
YNDX,D,18/06/18,00:00,2287.0000000
YNDX,D,19/06/18,00:00,2295.0000000
YNDX,D,20/06/18,00:00,2301.5000000
YNDX,D,21/06/18,00:00,2270.5000000
YNDX,D,22/06/18,00:00,2220.0000000
YNDX,D,25/06/18,00:00,2177.0000000
YNDX,D,26/06/18,00:00,2185.0000000
YNDX,D,27/06/18,00:00,2227.5000000
YNDX,D,28/06/18,00:00,2193.5000000
YNDX,D,29/06/18,00:00,2244.0000000
YNDX,D,02/07/18,00:00,2257.5000000
YNDX,D,03/07/18,00:00,2240.5000000
YNDX,D,04/07/18,00:00,2236.0000000
YNDX,D,05/07/18,00:00,2226.0000000
YNDX,D,06/07/18,00:00,2315.0000000
YNDX,D,09/07/18,00:00,2316.5000000
YNDX,D,10/07/18,00:00,2302.5000000
YNDX,D,11/07/18,00:00,2303.0000000
YNDX,D,12/07/18,00:00,2345.0000000
YNDX,D,13/07/18,00:00,2390.0000000
YNDX,D,16/07/18,00:00,2333.0000000
YNDX,D,17/07/18,00:00,2420.0000000
YNDX,D,18/07/18,00:00,2398.5000000
YNDX,D,19/07/18,00:00,2364.5000000
YNDX,D,20/07/18,00:00,2329.5000000
YNDX,D,23/07/18,00:00,2333.0000000
YNDX,D,24/07/18,00:00,2377.0000000
YNDX,D,25/07/18,00:00,2391.5000000
YNDX,D,26/07/18,00:00,2430.0000000
YNDX,D,27/07/18,00:00,2388.0000000
YNDX,D,30/07/18,00:00,2242.5000000
YNDX,D,31/07/18,00:00,2250.0000000
YNDX,D,01/08/18,00:00,2272.0000000
YNDX,D,02/08/18,00:00,2237.0000000
YNDX,D,03/08/18,00:00,2252.5000000
YNDX,D,06/08/18,00:00,2230.5000000
YNDX,D,07/08/18,00:00,2272.5000000
YNDX,D,08/08/18,00:00,2185.0000000
YNDX,D,09/08/18,00:00,2132.0000000
YNDX,D,10/08/18,00:00,2128.0000000
YNDX,D,13/08/18,00:00,2152.5000000
YNDX,D,14/08/18,00:00,2150.0000000
YNDX,D,15/08/18,00:00,2091.0000000
YNDX,D,16/08/18,00:00,2123.5000000
YNDX,D,17/08/18,00:00,2099.0000000
YNDX,D,20/08/18,00:00,2133.5000000
YNDX,D,21/08/18,00:00,2164.0000000
YNDX,D,22/08/18,00:00,2137.0000000
YNDX,D,23/08/18,00:00,2120.0000000
YNDX,D,24/08/18,00:00,2115.0000000
YNDX,D,27/08/18,00:00,2151.0000000
YNDX,D,28/08/18,00:00,2153.5000000
YNDX,D,29/08/18,00:00,2168.5000000
YNDX,D,30/08/18,00:00,2142.0000000
YNDX,D,31/08/18,00:00,2150.0000000
YNDX,D,03/09/18,00:00,2179.5000000
YNDX,D,04/09/18,00:00,2168.0000000
YNDX,D,05/09/18,00:00,2125.0000000
YNDX,D,06/09/18,00:00,2105.5000000
YNDX,D,07/09/18,00:00,2098.5000000
YNDX,D,10/09/18,00:00,2111.5000000
YNDX,D,11/09/18,00:00,2094.5000000
YNDX,D,12/09/18,00:00,2066.5000000
YNDX,D,13/09/18,00:00,2132.0000000
YNDX,D,14/09/18,00:00,2187.0000000
YNDX,D,17/09/18,00:00,2148.0000000
YNDX,D,18/09/18,00:00,2144.5000000
YNDX,D,19/09/18,00:00,2145.0000000
YNDX,D,20/09/18,00:00,2174.5000000
YNDX,D,21/09/18,00:00,2204.0000000
YNDX,D,24/09/18,00:00,2193.5000000
YNDX,D,25/09/18,00:00,2213.0000000
YNDX,D,26/09/18,00:00,2216.0000000
YNDX,D,27/09/18,00:00,2185.0000000
YNDX,D,28/09/18,00:00,2160.5000000
YNDX,D,01/10/18,00:00,2134.0000000
YNDX,D,02/10/18,00:00,2136.5000000
YNDX,D,03/10/18,00:00,2172.5000000
YNDX,D,04/10/18,00:00,2157.5000000
YNDX,D,05/10/18,00:00,2143.0000000
YNDX,D,08/10/18,00:00,2170.5000000
YNDX,D,09/10/18,00:00,2220.0000000
YNDX,D,10/10/18,00:00,2146.0000000
YNDX,D,11/10/18,00:00,2118.0000000
YNDX,D,12/10/18,00:00,2140.0000000
YNDX,D,15/10/18,00:00,2178.0000000
YNDX,D,16/10/18,00:00,2307.0000000
YNDX,D,17/10/18,00:00,2310.0000000
YNDX,D,18/10/18,00:00,2235.0000000
YNDX,D,19/10/18,00:00,1790.0000000
YNDX,D,22/10/18,00:00,1755.0000000
YNDX,D,23/10/18,00:00,1760.0000000
YNDX,D,24/10/18,00:00,1781.0000000
YNDX,D,25/10/18,00:00,1777.0000000
YNDX,D,26/10/18,00:00,1761.5000000
YNDX,D,29/10/18,00:00,1859.5000000
YNDX,D,30/10/18,00:00,1843.0000000
YNDX,D,31/10/18,00:00,1916.5000000
YNDX,D,01/11/18,00:00,1999.0000000
YNDX,D,02/11/18,00:00,1995.0000000
YNDX,D,06/11/18,00:00,2002.0000000
YNDX,D,07/11/18,00:00,1995.0000000
YNDX,D,08/11/18,00:00,1982.0000000
YNDX,D,09/11/18,00:00,1921.5000000
YNDX,D,12/11/18,00:00,1886.0000000
YNDX,D,13/11/18,00:00,1903.5000000
YNDX,D,14/11/18,00:00,1940.0000000
YNDX,D,15/11/18,00:00,1920.0000000
YNDX,D,16/11/18,00:00,1916.0000000
YNDX,D,19/11/18,00:00,1924.5000000
YNDX,D,20/11/18,00:00,1902.0000000
YNDX,D,21/11/18,00:00,1909.0000000
YNDX,D,22/11/18,00:00,1921.0000000
YNDX,D,23/11/18,00:00,1898.5000000
YNDX,D,26/11/18,00:00,1920.0000000
YNDX,D,27/11/18,00:00,1945.0000000
YNDX,D,28/11/18,00:00,1945.5000000
YNDX,D,29/11/18,00:00,1967.5000000
YNDX,D,30/11/18,00:00,1965.0000000
YNDX,D,03/12/18,00:00,1989.0000000
YNDX,D,04/12/18,00:00,1957.5000000
YNDX,D,05/12/18,00:00,1955.0000000
YNDX,D,06/12/18,00:00,1914.0000000
YNDX,D,07/12/18,00:00,1912.5000000
YNDX,D,10/12/18,00:00,1903.0000000
YNDX,D,11/12/18,00:00,1869.5000000
YNDX,D,12/12/18,00:00,1871.5000000
YNDX,D,13/12/18,00:00,1888.0000000
YNDX,D,14/12/18,00:00,1860.5000000
YNDX,D,17/12/18,00:00,1869.0000000
YNDX,D,18/12/18,00:00,1856.0000000
YNDX,D,19/12/18,00:00,1894.0000000
YNDX,D,20/12/18,00:00,1864.0000000
YNDX,D,21/12/18,00:00,1860.5000000
YNDX,D,24/12/18,00:00,1840.5000000
YNDX,D,25/12/18,00:00,1828.0000000
YNDX,D,26/12/18,00:00,1832.0000000
YNDX,D,27/12/18,00:00,1880.0000000
YNDX,D,28/12/18,00:00,1916.0000000
YNDX,D,29/12/18,00:00,1930.0000000
YNDX,D,03/01/19,00:00,1859.5000000
YNDX,D,04/01/19,00:00,1916.0000000
YNDX,D,08/01/19,00:00,1926.5000000
YNDX,D,09/01/19,00:00,1960.0000000
YNDX,D,10/01/19,00:00,1985.0000000
YNDX,D,11/01/19,00:00,1983.0000000
YNDX,D,14/01/19,00:00,1992.5000000
YNDX,D,15/01/19,00:00,1999.5000000
YNDX,D,16/01/19,00:00,1980.0000000
YNDX,D,17/01/19,00:00,1993.5000000
YNDX,D,18/01/19,00:00,2044.5000000
YNDX,D,21/01/19,00:00,2044.5000000
YNDX,D,22/01/19,00:00,2051.0000000
YNDX,D,23/01/19,00:00,2060.0000000
YNDX,D,24/01/19,00:00,2083.0000000
YNDX,D,25/01/19,00:00,2152.0000000
YNDX,D,28/01/19,00:00,2167.0000000
YNDX,D,29/01/19,00:00,2152.0000000
YNDX,D,30/01/19,00:00,2157.0000000
YNDX,D,31/01/19,00:00,2212.0000000
YNDX,D,01/02/19,00:00,2197.2000000
YNDX,D,04/02/19,00:00,2212.0000000
YNDX,D,05/02/19,00:00,2250.8000000
YNDX,D,06/02/19,00:00,2244.0000000
YNDX,D,07/02/19,00:00,2192.2000000
YNDX,D,08/02/19,00:00,2163.4000000
YNDX,D,11/02/19,00:00,2196.0000000
YNDX,D,12/02/19,00:00,2230.0000000
YNDX,D,13/02/19,00:00,2258.0000000
YNDX,D,14/02/19,00:00,2264.0000000
YNDX,D,15/02/19,00:00,2200.2000000
YNDX,D,18/02/19,00:00,2161.0000000
YNDX,D,19/02/19,00:00,2126.6000000
YNDX,D,20/02/19,00:00,2166.2000000
YNDX,D,21/02/19,00:00,2115.0000000
YNDX,D,22/02/19,00:00,2133.0000000
YNDX,D,25/02/19,00:00,2214.6000000
YNDX,D,26/02/19,00:00,2169.6000000
YNDX,D,27/02/19,00:00,2163.0000000
YNDX,D,28/02/19,00:00,2208.0000000
YNDX,D,01/03/19,00:00,2247.4000000
YNDX,D,04/03/19,00:00,2303.6000000
YNDX,D,05/03/19,00:00,2340.2000000
YNDX,D,06/03/19,00:00,2362.0000000
YNDX,D,07/03/19,00:00,2329.2000000
YNDX,D,11/03/19,00:00,2346.4000000
YNDX,D,12/03/19,00:00,2355.0000000
YNDX,D,13/03/19,00:00,2345.0000000
YNDX,D,14/03/19,00:00,2303.4000000
YNDX,D,15/03/19,00:00,2352.8000000
YNDX,D,18/03/19,00:00,2306.0000000
YNDX,D,19/03/19,00:00,2318.8000000
YNDX,D,20/03/19,00:00,2301.4000000
YNDX,D,21/03/19,00:00,2274.0000000
YNDX,D,22/03/19,00:00,2276.4000000
YNDX,D,25/03/19,00:00,2293.8000000
YNDX,D,26/03/19,00:00,2315.8000000
YNDX,D,27/03/19,00:00,2268.0000000
YNDX,D,28/03/19,00:00,2317.8000000
YNDX,D,29/03/19,00:00,2293.6000000
YNDX,D,01/04/19,00:00,2243.4000000
YNDX,D,02/04/19,00:00,2249.0000000
YNDX,D,03/04/19,00:00,2268.2000000
YNDX,D,04/04/19,00:00,2280.8000000
YNDX,D,05/04/19,00:00,2298.0000000
YNDX,D,08/04/19,00:00,2301.6000000
YNDX,D,09/04/19,00:00,2346.0000000
YNDX,D,10/04/19,00:00,2350.8000000
YNDX,D,11/04/19,00:00,2434.0000000
YNDX,D,12/04/19,00:00,2435.2000000
YNDX,D,15/04/19,00:00,2453.0000000
YNDX,D,16/04/19,00:00,2499.8000000
YNDX,D,17/04/19,00:00,2451.0000000
YNDX,D,18/04/19,00:00,2383.2000000
YNDX,D,19/04/19,00:00,2415.2000000
YNDX,D,22/04/19,00:00,2400.0000000
YNDX,D,23/04/19,00:00,2412.8000000
YNDX,D,24/04/19,00:00,2410.6000000
YNDX,D,25/04/19,00:00,2407.6000000
YNDX,D,26/04/19,00:00,2389.0000000
YNDX,D,29/04/19,00:00,2406.0000000
YNDX,D,30/04/19,00:00,2391.0000000
YNDX,D,02/05/19,00:00,2413.0000000
YNDX,D,03/05/19,00:00,2414.0000000
YNDX,D,06/05/19,00:00,2407.0000000
YNDX,D,07/05/19,00:00,2388.6000000
YNDX,D,08/05/19,00:00,2379.0000000
YNDX,D,10/05/19,00:00,2340.0000000
YNDX,D,13/05/19,00:00,2286.6000000
YNDX,D,14/05/19,00:00,2299.0000000
YNDX,D,15/05/19,00:00,2312.0000000
YNDX,D,16/05/19,00:00,2392.0000000
YNDX,D,17/05/19,00:00,2425.0000000
YNDX,D,20/05/19,00:00,2407.8000000
YNDX,D,21/05/19,00:00,2392.4000000
YNDX,D,22/05/19,00:00,2424.8000000
YNDX,D,23/05/19,00:00,2365.0000000
YNDX,D,24/05/19,00:00,2383.4000000
YNDX,D,27/05/19,00:00,2404.6000000
YNDX,D,28/05/19,00:00,2280.2000000
YNDX,D,29/05/19,00:00,2350.2000000
YNDX,D,30/05/19,00:00,2379.6000000
YNDX,D,31/05/19,00:00,2336.6000000
YNDX,D,03/06/19,00:00,2319.0000000
YNDX,D,04/06/19,00:00,2341.0000000
YNDX,D,05/06/19,00:00,2361.0000000
YNDX,D,06/06/19,00:00,2389.0000000
YNDX,D,07/06/19,00:00,2418.6000000
YNDX,D,10/06/19,00:00,2435.0000000
YNDX,D,11/06/19,00:00,2494.8000000
YNDX,D,13/06/19,00:00,2492.0000000
YNDX,D,14/06/19,00:00,2465.0000000
YNDX,D,17/06/19,00:00,2455.8000000
YNDX,D,18/06/19,00:00,2480.2000000
YNDX,D,19/06/19,00:00,2470.2000000
YNDX,D,20/06/19,00:00,2492.8000000
YNDX,D,21/06/19,00:00,2468.4000000
YNDX,D,24/06/19,00:00,2452.6000000
YNDX,D,25/06/19,00:00,2424.6000000
YNDX,D,26/06/19,00:00,2391.6000000
YNDX,D,27/06/19,00:00,2410.0000000
YNDX,D,28/06/19,00:00,2405.4000000
YNDX,D,01/07/19,00:00,2482.4000000
YNDX,D,02/07/19,00:00,2491.2000000
YNDX,D,03/07/19,00:00,2505.4000000
YNDX,D,04/07/19,00:00,2494.8000000
YNDX,D,05/07/19,00:00,2481.4000000
YNDX,D,08/07/19,00:00,2465.0000000
YNDX,D,09/07/19,00:00,2478.0000000
YNDX,D,10/07/19,00:00,2500.2000000
YNDX,D,11/07/19,00:00,2495.0000000
YNDX,D,12/07/19,00:00,2573.0000000
YNDX,D,15/07/19,00:00,2546.4000000
YNDX,D,16/07/19,00:00,2542.6000000
YNDX,D,17/07/19,00:00,2509.2000000
YNDX,D,18/07/19,00:00,2489.8000000
YNDX,D,19/07/19,00:00,2518.0000000
YNDX,D,22/07/19,00:00,2486.0000000
YNDX,D,23/07/19,00:00,2482.8000000
YNDX,D,24/07/19,00:00,2507.0000000
YNDX,D,25/07/19,00:00,2461.6000000
YNDX,D,26/07/19,00:00,2520.0000000
YNDX,D,29/07/19,00:00,2441.0000000
YNDX,D,30/07/19,00:00,2480.4000000
YNDX,D,31/07/19,00:00,2490.0000000
YNDX,D,01/08/19,00:00,2550.6000000
YNDX,D,02/08/19,00:00,2470.0000000
YNDX,D,05/08/19,00:00,2369.6000000
YNDX,D,06/08/19,00:00,2413.0000000
YNDX,D,07/08/19,00:00,2428.8000000
YNDX,D,08/08/19,00:00,2413.2000000
YNDX,D,09/08/19,00:00,2405.0000000
YNDX,D,12/08/19,00:00,2410.0000000
YNDX,D,13/08/19,00:00,2428.0000000
YNDX,D,14/08/19,00:00,2374.0000000
YNDX,D,15/08/19,00:00,2365.4000000
YNDX,D,16/08/19,00:00,2394.0000000
YNDX,D,19/08/19,00:00,2424.0000000
YNDX,D,20/08/19,00:00,2438.4000000
YNDX,D,21/08/19,00:00,2421.2000000
YNDX,D,22/08/19,00:00,2399.0000000
YNDX,D,23/08/19,00:00,2391.0000000
YNDX,D,26/08/19,00:00,2394.4000000
YNDX,D,27/08/19,00:00,2429.8000000
YNDX,D,28/08/19,00:00,2434.0000000
YNDX,D,29/08/19,00:00,2441.0000000
YNDX,D,30/08/19,00:00,2462.8000000
YNDX,D,02/09/19,00:00,2469.8000000
YNDX,D,03/09/19,00:00,2487.0000000
YNDX,D,04/09/19,00:00,2487.0000000
YNDX,D,05/09/19,00:00,2509.2000000
YNDX,D,06/09/19,00:00,2503.6000000
YNDX,D,09/09/19,00:00,2466.0000000
YNDX,D,10/09/19,00:00,2450.2000000
YNDX,D,11/09/19,00:00,2466.2000000
YNDX,D,12/09/19,00:00,2457.0000000
YNDX,D,13/09/19,00:00,2453.0000000
YNDX,D,16/09/19,00:00,2447.6000000
YNDX,D,17/09/19,00:00,2438.4000000
YNDX,D,18/09/19,00:00,2432.0000000
YNDX,D,19/09/19,00:00,2407.4000000
YNDX,D,20/09/19,00:00,2350.2000000
YNDX,D,23/09/19,00:00,2342.2000000
YNDX,D,24/09/19,00:00,2301.4000000
YNDX,D,25/09/19,00:00,2322.4000000
YNDX,D,26/09/19,00:00,2319.6000000
YNDX,D,27/09/19,00:00,2315.8000000
YNDX,D,30/09/19,00:00,2263.4000000
YNDX,D,01/10/19,00:00,2287.0000000
YNDX,D,02/10/19,00:00,2250.0000000
YNDX,D,03/10/19,00:00,2265.0000000
YNDX,D,04/10/19,00:00,2274.4000000
YNDX,D,07/10/19,00:00,2284.2000000
YNDX,D,08/10/19,00:00,2295.2000000
YNDX,D,09/10/19,00:00,2312.0000000
YNDX,D,10/10/19,00:00,2327.0000000
YNDX,D,11/10/19,00:00,1898.0000000
YNDX,D,14/10/19,00:00,1975.6000000
YNDX,D,15/10/19,00:00,1986.6000000
YNDX,D,16/10/19,00:00,1957.2000000
YNDX,D,17/10/19,00:00,1927.0000000
YNDX,D,18/10/19,00:00,1934.0000000
YNDX,D,21/10/19,00:00,2061.0000000
YNDX,D,22/10/19,00:00,2054.6000000
YNDX,D,23/10/19,00:00,2046.6000000
YNDX,D,24/10/19,00:00,2090.2000000
YNDX,D,25/10/19,00:00,2064.0000000
YNDX,D,28/10/19,00:00,2118.4000000
YNDX,D,29/10/19,00:00,2134.4000000
YNDX,D,30/10/19,00:00,2156.0000000
YNDX,D,31/10/19,00:00,2125.8000000
YNDX,D,01/11/19,00:00,2138.0000000
YNDX,D,05/11/19,00:00,2171.4000000
YNDX,D,06/11/19,00:00,2191.0000000
YNDX,D,07/11/19,00:00,2187.8000000
YNDX,D,08/11/19,00:00,2184.8000000
YNDX,D,11/11/19,00:00,2179.6000000
YNDX,D,12/11/19,00:00,2184.0000000
YNDX,D,13/11/19,00:00,2173.8000000
YNDX,D,14/11/19,00:00,2186.4000000
YNDX,D,15/11/19,00:00,2267.0000000
YNDX,D,18/11/19,00:00,2525.2000000
YNDX,D,19/11/19,00:00,2510.0000000
YNDX,D,20/11/19,00:00,2514.4000000
YNDX,D,21/11/19,00:00,2549.0000000
YNDX,D,22/11/19,00:00,2566.2000000
YNDX,D,25/11/19,00:00,2629.0000000
YNDX,D,26/11/19,00:00,2635.8000000
YNDX,D,27/11/19,00:00,2668.0000000
YNDX,D,28/11/19,00:00,2624.6000000
YNDX,D,29/11/19,00:00,2693.0000000
YNDX,D,02/12/19,00:00,2620.6000000
YNDX,D,03/12/19,00:00,2599.0000000
YNDX,D,04/12/19,00:00,2607.4000000
YNDX,D,05/12/19,00:00,2568.4000000
YNDX,D,06/12/19,00:00,2570.4000000
YNDX,D,09/12/19,00:00,2584.0000000
YNDX,D,10/12/19,00:00,2588.0000000
YNDX,D,11/12/19,00:00,2595.0000000
YNDX,D,12/12/19,00:00,2628.0000000
YNDX,D,13/12/19,00:00,2662.8000000
YNDX,D,16/12/19,00:00,2690.0000000
YNDX,D,17/12/19,00:00,2660.0000000
YNDX,D,18/12/19,00:00,2625.0000000
YNDX,D,19/12/19,00:00,2623.2000000
YNDX,D,20/12/19,00:00,2680.0000000
YNDX,D,23/12/19,00:00,2699.8000000
YNDX,D,24/12/19,00:00,2688.0000000
YNDX,D,25/12/19,00:00,2687.0000000
YNDX,D,26/12/19,00:00,2713.0000000
YNDX,D,27/12/19,00:00,2736.0000000
YNDX,D,30/12/19,00:00,2697.0000000
YNDX,D,03/01/20,00:00,2685.0000000
YNDX,D,06/01/20,00:00,2672.0000000
YNDX,D,08/01/20,00:00,2677.0000000
YNDX,D,09/01/20,00:00,2728.4000000
YNDX,D,10/01/20,00:00,2725.0000000
YNDX,D,13/01/20,00:00,2703.4000000
YNDX,D,14/01/20,00:00,2685.0000000
YNDX,D,15/01/20,00:00,2690.0000000
YNDX,D,16/01/20,00:00,2719.8000000
YNDX,D,17/01/20,00:00,2772.8000000
YNDX,D,20/01/20,00:00,2800.0000000
YNDX,D,21/01/20,00:00,2770.0000000
YNDX,D,22/01/20,00:00,2790.0000000
YNDX,D,23/01/20,00:00,2820.2000000
YNDX,D,24/01/20,00:00,2798.0000000
YNDX,D,27/01/20,00:00,2780.0000000
YNDX,D,28/01/20,00:00,2799.8000000
YNDX,D,29/01/20,00:00,2890.0000000
YNDX,D,30/01/20,00:00,2888.0000000
YNDX,D,31/01/20,00:00,2873.4000000
YNDX,D,03/02/20,00:00,2880.6000000
YNDX,D,04/02/20,00:00,2990.0000000
YNDX,D,05/02/20,00:00,3008.2000000
YNDX,D,06/02/20,00:00,3048.2000000
YNDX,D,07/02/20,00:00,3103.8000000
YNDX,D,10/02/20,00:00,3087.2000000
YNDX,D,11/02/20,00:00,3085.0000000
YNDX,D,12/02/20,00:00,3037.2000000
YNDX,D,13/02/20,00:00,3087.4000000
YNDX,D,14/02/20,00:00,3011.0000000
YNDX,D,17/02/20,00:00,2983.6000000
YNDX,D,18/02/20,00:00,2937.0000000
YNDX,D,19/02/20,00:00,2953.0000000
YNDX,D,20/02/20,00:00,2988.4000000
YNDX,D,21/02/20,00:00,2911.8000000
YNDX,D,25/02/20,00:00,2681.8000000
YNDX,D,26/02/20,00:00,2690.8000000
YNDX,D,27/02/20,00:00,2678.2000000
YNDX,D,28/02/20,00:00,2659.8000000
YNDX,D,02/03/20,00:00,2721.4000000
YNDX,D,03/03/20,00:00,2723.0000000
YNDX,D,04/03/20,00:00,2654.2000000
YNDX,D,05/03/20,00:00,2728.2000000
YNDX,D,06/03/20,00:00,2685.0000000
YNDX,D,10/03/20,00:00,2590.0000000
YNDX,D,11/03/20,00:00,2615.0000000
YNDX,D,12/03/20,00:00,2460.0000000
YNDX,D,13/03/20,00:00,2470.0000000
